GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5334	8.17e-04	1.41e-04	0.1111	3.80682	0.4230948	4244.71	PLCL1	phospholipase C like 1 (inactive)
388284	8.17e-04	1.41e-04	0.1003	-3.80661	-0.381903	87.52	C16orf86	chromosome 16 open reading frame 86
3728	8.17e-04	1.41e-04	0.1026	3.80662	0.3905639	6712.78	JUP	junction plakoglobin
64359	8.20e-04	1.41e-04	0.1378	3.80579	0.5245491	422.31	NXN	nucleoredoxin
23086	8.21e-04	1.42e-04	0.3675	3.80549	1.3983392	18.21	EXPH5	exophilin 5
347688	8.22e-04	1.42e-04	0.17	3.80514	0.6467715	30.44	TUBB8	tubulin beta 8 class VIII
55803	8.22e-04	1.42e-04	0.1488	3.80481	0.5660982	159.11	ADAP2	ArfGAP with dual PH domains 2
23212	8.24e-04	1.42e-04	0.0751	3.80426	0.2858318	370.08	RRS1	ribosome biogenesis regulator 1 homolog
57010	8.24e-04	1.42e-04	0.1725	3.8042	0.6563721	24.39	CABP4	calcium binding protein 4
102724740	8.27e-04	1.43e-04	0.2089	3.80337	0.7945028	19.61	LINC02940	long intergenic non-protein coding RNA 2940
114902	8.28e-04	1.43e-04	0.1429	-3.80288	-0.5435937	167.61	C1QTNF5	C1q and TNF related 5
83552	8.28e-04	1.43e-04	0.1429	-3.80288	-0.5435937	167.61	MFRP	membrane frizzled-related protein
116447	8.28e-04	1.43e-04	0.1177	3.8027	0.4476292	122.62	TOP1MT	DNA topoisomerase I mitochondrial
7852	8.29e-04	1.43e-04	0.2514	-3.80244	-0.9558909	209.19	CXCR4	C-X-C motif chemokine receptor 4
144363	8.29e-04	1.43e-04	0.0994	3.80231	0.3777965	1061.43	ETFRF1	electron transfer flavoprotein regulatory factor 1
6135	8.32e-04	1.44e-04	0.1012	3.80115	0.3848333	11186.04	RPL11	ribosomal protein L11
9425	8.33e-04	1.44e-04	0.0573	3.80085	0.217965	580.94	CDYL	chromodomain Y like
647288	8.33e-04	1.44e-04	0.1876	3.80079	0.7130157	14.63	CTAGE11P	CTAGE family member 11, pseudogene
28955	8.33e-04	1.44e-04	0.0906	3.80072	0.3443779	874.16	DEXI	Dexi homolog
2022	8.36e-04	1.45e-04	0.134	-3.79985	-0.5093231	7864.89	ENG	endoglin
8459	8.36e-04	1.45e-04	0.1224	3.79963	0.4652298	904.91	TPST2	tyrosylprotein sulfotransferase 2
5119	8.37e-04	1.45e-04	0.0598	-3.79949	-0.2271398	1169.69	CHMP1A	charged multivesicular body protein 1A
107985031	8.40e-04	1.46e-04	0.1765	-3.7983	-0.6705572	16.68	LOC107985031	uncharacterized LOC107985031
10943	8.43e-04	1.46e-04	0.051	3.79755	0.1937404	480.37	MSL3	MSL complex subunit 3
79169	8.43e-04	1.46e-04	0.0819	-3.79742	-0.3111322	199.85	C1orf35	chromosome 1 open reading frame 35
266655	8.43e-04	1.46e-04	0.0716	-3.79727	-0.2718454	422.37	BRD3OS	BRD3 opposite strand
5868	8.43e-04	1.46e-04	0.0562	3.79719	0.2134571	1697.36	RAB5A	RAB5A, member RAS oncogene family
23208	8.43e-04	1.46e-04	0.1078	-3.79711	-0.409248	1120.43	SYT11	synaptotagmin 11
57456	8.44e-04	1.47e-04	0.0571	3.7967	0.2166652	1076.63	KIAA1143	KIAA1143
55738	8.45e-04	1.47e-04	0.056	-3.79637	-0.2124465	1119.79	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
6744	8.46e-04	1.47e-04	0.0747	3.79614	0.2836425	2801.47	ITPRID2	ITPR interacting domain containing 2
80232	8.46e-04	1.47e-04	0.0634	3.79579	0.2404828	3690.13	WDR26	WD repeat domain 26
828	8.46e-04	1.47e-04	0.1211	-3.79578	-0.4597096	134.64	CAPS	calcyphosine
9547	8.47e-04	1.47e-04	0.3664	-3.79553	-1.39075	76.01	CXCL14	C-X-C motif chemokine ligand 14
30837	8.47e-04	1.47e-04	0.0653	-3.79534	-0.2479994	946.8	SOCS7	suppressor of cytokine signaling 7
1798	8.50e-04	1.48e-04	0.0782	3.79442	0.2965425	424.06	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
100129716	8.51e-04	1.48e-04	0.1823	-3.7941	-0.6915283	28.93	ARRDC3-AS1	ARRDC3 antisense RNA 1
122618	8.51e-04	1.48e-04	0.2456	-3.7941	-0.9317014	22.04	PLD4	phospholipase D family member 4
10392	8.51e-04	1.48e-04	0.0754	-3.79383	-0.2860191	573.86	NOD1	nucleotide binding oligomerization domain containing 1
6345	8.53e-04	1.49e-04	0.0827	3.7934	0.3138077	26816.76	SRL	sarcalumenin
23567	8.53e-04	1.49e-04	0.0539	-3.79322	-0.2043189	267.92	ZNF346	zinc finger protein 346
7360	8.57e-04	1.49e-04	0.0762	3.79206	0.2891003	9748.06	UGP2	UDP-glucose pyrophosphorylase 2
3820	8.57e-04	1.49e-04	0.3516	-3.79212	-1.3334153	13.55	KLRB1	killer cell lectin like receptor B1
1536	8.59e-04	1.50e-04	0.2101	3.79143	0.7966343	514.21	CYBB	cytochrome b-245 beta chain
10667	8.59e-04	1.50e-04	0.0641	3.79109	0.2430497	456.48	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial
51466	8.59e-04	1.50e-04	0.0932	-3.7911	-0.3532056	1299.51	EVL	Enah/Vasp-like
9877	8.60e-04	1.50e-04	0.065	3.79069	0.2462556	2816.34	ZC3H11A	zinc finger CCCH-type containing 11A
6560	8.62e-04	1.51e-04	0.0633	-3.79	-0.2397631	3147.27	SLC12A4	solute carrier family 12 member 4
3973	8.64e-04	1.51e-04	0.4639	-3.78952	-1.757937	9.24	LHCGR	luteinizing hormone/choriogonadotropin receptor
246184	8.64e-04	1.51e-04	0.1038	3.78936	0.3932169	362.32	CDC26	cell division cycle 26
4629	8.65e-04	1.51e-04	0.2272	-3.78904	-0.8609817	3737.34	MYH11	myosin heavy chain 11
387758	8.66e-04	1.51e-04	0.2209	-3.78875	-0.836749	1013.18	FIBIN	fin bud initiation factor homolog
255877	8.67e-04	1.52e-04	0.2297	-3.78819	-0.8703318	723.72	BCL6B	BCL6B transcription repressor
5569	8.67e-04	1.52e-04	0.0993	3.78811	0.376289	6770.89	PKIA	cAMP-dependent protein kinase inhibitor alpha
55735	8.68e-04	1.52e-04	0.0665	3.78789	0.2520774	2120.26	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
142678	8.68e-04	1.52e-04	0.0641	-3.78767	-0.2428358	1963.41	MIB2	MIB E3 ubiquitin protein ligase 2
5531	8.68e-04	1.52e-04	0.0555	-3.78763	-0.2100492	768.36	PPP4C	protein phosphatase 4 catalytic subunit
63933	8.69e-04	1.52e-04	0.0683	3.78748	0.2587476	825.75	MCUR1	mitochondrial calcium uniporter regulator 1
153201	8.74e-04	1.53e-04	0.393	3.78593	1.4880085	9.33	SLC36A2	solute carrier family 36 member 2
64374	8.76e-04	1.54e-04	0.0715	3.78519	0.270654	756.07	SIL1	SIL1 nucleotide exchange factor
1464	8.77e-04	1.54e-04	0.1491	-3.78483	-0.5641744	1423.69	CSPG4	chondroitin sulfate proteoglycan 4
51176	8.79e-04	1.54e-04	0.3429	-3.78413	-1.2976854	19.24	LEF1	lymphoid enhancer binding factor 1
3547	8.80e-04	1.54e-04	0.339	-3.78391	-1.2825676	401.61	IGSF1	immunoglobulin superfamily member 1
56996	8.81e-04	1.55e-04	0.0857	-3.78351	-0.3243176	320.63	SLC12A9	solute carrier family 12 member 9
5216	8.82e-04	1.55e-04	0.0782	3.78327	0.2959089	3687.53	PFN1	profilin 1
388650	8.83e-04	1.55e-04	0.1083	3.78268	0.4095169	244.71	DIPK1A	divergent protein kinase domain 1A
25841	8.84e-04	1.55e-04	0.183	-3.78259	-0.6921836	1143.12	ABTB2	ankyrin repeat and BTB domain containing 2
100996724	8.85e-04	1.56e-04	0.0897	3.78209	0.3393621	22534.96	PDE4DIPP2	PDE4DIP pseudogene 2
57226	8.85e-04	1.56e-04	0.0473	3.78197	0.1789853	1327.74	LYRM2	LYR motif containing 2
150678	8.86e-04	1.56e-04	0.1463	3.78175	0.5532788	843.87	COPS9	COP9 signalosome subunit 9
8884	8.91e-04	1.57e-04	0.0814	3.78011	0.3078251	395.11	SLC5A6	solute carrier family 5 member 6
728978	8.91e-04	1.57e-04	0.2797	-3.78006	-1.0573095	120.42	UNC5B-AS1	UNC5B antisense RNA 1
55274	8.96e-04	1.58e-04	0.0754	3.77877	0.2849232	756.99	PHF10	PHD finger protein 10
57678	8.98e-04	1.58e-04	0.151	3.77811	0.5704297	1015.31	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
6777	8.98e-04	1.58e-04	0.0457	-3.77784	-0.1727394	1778.4	STAT5B	signal transducer and activator of transcription 5B
55578	8.99e-04	1.58e-04	0.0378	3.77759	0.1426909	850.18	SUPT20H	SPT20 homolog, SAGA complex component
84820	8.99e-04	1.58e-04	0.0661	3.77742	0.2498051	712.05	POLR2J4	RNA polymerase II subunit J4, pseudogene
101927311	8.99e-04	1.58e-04	0.2228	3.77748	0.8415928	19.53	LINC02185	long intergenic non-protein coding RNA 2185
84433	9.02e-04	1.59e-04	0.2393	-3.77665	-0.9037151	21.86	CARD11	caspase recruitment domain family member 11
51567	9.02e-04	1.59e-04	0.0472	3.77648	0.1780886	808.55	TDP2	tyrosyl-DNA phosphodiesterase 2
51386	9.04e-04	1.59e-04	0.0582	-3.77588	-0.2196869	6260.35	EIF3L	eukaryotic translation initiation factor 3 subunit L
4547	9.06e-04	1.60e-04	0.158	3.77522	0.5966056	123.25	MTTP	microsomal triglyceride transfer protein
102724843	9.07e-04	1.60e-04	0.1854	-3.77501	-0.6998544	161.85	LOC102724843	uncharacterized LOC102724843
643783	9.07e-04	1.60e-04	0.1318	-3.77482	-0.4975336	140.73	USP46-DT	USP46 divergent transcript
100507462	9.10e-04	1.61e-04	0.2053	-3.77394	-0.7749034	12.28	CCDC28A-AS1	CCDC28A antisense RNA 1
6139	9.10e-04	1.61e-04	0.1296	3.77399	0.4889361	2000.61	RPL17	ribosomal protein L17
286499	9.11e-04	1.61e-04	0.4426	-3.77355	-1.6700639	20	FAM133A	family with sequence similarity 133 member A
9937	9.11e-04	1.61e-04	0.0887	3.77345	0.3348628	356.11	DCLRE1A	DNA cross-link repair 1A
29080	9.12e-04	1.61e-04	0.0889	3.77297	0.3352926	386.5	CCDC59	coiled-coil domain containing 59
221302	9.15e-04	1.62e-04	0.0751	3.77228	0.2834246	118.13	ZUP1	zinc finger containing ubiquitin peptidase 1
55898	9.15e-04	1.62e-04	0.0618	-3.77215	-0.2329501	877.96	UNC45A	unc-45 myosin chaperone A
84662	9.18e-04	1.62e-04	0.16	-3.77134	-0.6035619	527.71	GLIS2	GLIS family zinc finger 2
54065	9.19e-04	1.63e-04	0.0936	3.77075	0.3530961	185.49	SMIM11	small integral membrane protein 11
10664	9.21e-04	1.63e-04	0.0542	3.77025	0.2044296	1136.79	CTCF	CCCTC-binding factor
374987	9.22e-04	1.63e-04	0.1887	3.76994	0.7113227	236.72	NEXN-AS1	NEXN antisense RNA 1
101929643	9.22e-04	1.63e-04	0.2498	-3.76974	-0.9417995	23.52	LOC101929643	uncharacterized LOC101929643
105375063	9.25e-04	1.64e-04	0.2465	3.76908	0.929042	9.82	LOC105375063	
55816	9.25e-04	1.64e-04	0.2665	-3.76887	-1.0043511	292.6	DOK5	docking protein 5
100506757	9.26e-04	1.64e-04	0.2328	3.76866	0.8771727	42.76	LINC00629	long intergenic non-protein coding RNA 629
3491	9.28e-04	1.65e-04	0.3687	-3.76806	-1.3894434	3121.93	CCN1	cellular communication network factor 1
84961	9.28e-04	1.65e-04	0.0707	-3.76774	-0.2664996	665.99	FBXL20	F-box and leucine rich repeat protein 20
100861519	9.29e-04	1.65e-04	0.3282	-3.76755	-1.2364228	7.97	GDNF-AS1	GDNF antisense RNA 1
105371705	9.30e-04	1.65e-04	0.1642	-3.7671	-0.6186472	47.38	LOC105371705	uncharacterized LOC105371705
124401	9.32e-04	1.66e-04	0.0722	-3.76657	-0.2719828	235.25	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3
3240	9.33e-04	1.66e-04	0.3337	3.76622	1.2567512	758.32	HP	haptoglobin
55703	9.37e-04	1.66e-04	0.0756	3.76519	0.2846144	416.98	POLR3B	RNA polymerase III subunit B
57180	9.37e-04	1.66e-04	0.0743	-3.7651	-0.2797604	198.25	ACTR3B	actin related protein 3B
8907	9.38e-04	1.67e-04	0.0531	-3.76479	-0.2000911	1118.27	AP1M1	adaptor related protein complex 1 subunit mu 1
84301	9.38e-04	1.67e-04	0.08	3.76451	0.301145	1353.67	DDI2	DNA damage inducible 1 homolog 2
151195	9.41e-04	1.67e-04	0.0852	3.76367	0.3206606	296.57	CCNYL1	cyclin Y like 1
27163	9.41e-04	1.68e-04	0.1324	-3.7634	-0.4984161	483.68	NAAA	N-acylethanolamine acid amidase
5049	9.41e-04	1.68e-04	0.0553	-3.76352	-0.2082559	1749.01	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
126068	9.41e-04	1.68e-04	0.1197	-3.76345	-0.4505094	348.8	ZNF441	zinc finger protein 441
26261	9.41e-04	1.68e-04	0.147	-3.76323	-0.5532052	26.38	FBXO24	F-box protein 24
2644	9.41e-04	1.68e-04	0.1506	3.76327	0.5667853	32.54	GCHFR	GTP cyclohydrolase I feedback regulator
10892	9.43e-04	1.68e-04	0.0895	3.76278	0.3366464	623.14	MALT1	MALT1 paracaspase
11309	9.44e-04	1.68e-04	0.1914	-3.76235	-0.7201059	896.09	SLCO2B1	solute carrier organic anion transporter family member 2B1
5093	9.45e-04	1.69e-04	0.0367	-3.76206	-0.1382054	4939.14	PCBP1	poly(rC) binding protein 1
8888	9.46e-04	1.69e-04	0.0554	3.76165	0.2083618	1966.38	MCM3AP	minichromosome maintenance complex component 3 associated protein
10178	9.46e-04	1.69e-04	0.2145	-3.76163	-0.8067983	48.29	TENM1	teneurin transmembrane protein 1
139735	9.47e-04	1.69e-04	0.1404	3.7612	0.5280871	61.42	ZFP92	ZFP92 zinc finger protein
57862	9.49e-04	1.69e-04	0.063	-3.76074	-0.2369895	571.6	ZNF410	zinc finger protein 410
100101266	9.53e-04	1.70e-04	0.1508	-3.75954	-0.566782	31.48	HAVCR1P1	hepatitis A virus cellular receptor 1 pseudogene 1
10200	9.55e-04	1.71e-04	0.1003	3.75911	0.3769101	239.78	MPHOSPH6	M-phase phosphoprotein 6
783	9.55e-04	1.71e-04	0.1722	3.75891	0.6472785	1383.77	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
23335	9.57e-04	1.71e-04	0.0754	3.75843	0.2835514	752.98	WDR7	WD repeat domain 7
283981	9.61e-04	1.72e-04	0.1627	-3.75734	-0.6114766	75.1	LINC00685	long intergenic non-protein coding RNA 685
80146	9.61e-04	1.72e-04	0.0787	3.75719	0.2955047	785.72	UXS1	UDP-glucuronate decarboxylase 1
5465	9.61e-04	1.72e-04	0.0848	3.75717	0.3187455	3806.32	PPARA	peroxisome proliferator activated receptor alpha
6594	9.66e-04	1.73e-04	0.0599	3.75564	0.2251479	1603.93	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
120103	9.68e-04	1.73e-04	0.1367	3.7552	0.5133938	205.24	SLC36A4	solute carrier family 36 member 4
57106	9.75e-04	1.75e-04	0.1098	-3.75323	-0.4120361	92.68	NAT14	N-acetyltransferase 14 (putative)
112268055	9.76e-04	1.75e-04	0.0759	-3.75292	-0.2849971	111.41	LOC112268055	uncharacterized LOC112268055
79979	9.76e-04	1.75e-04	0.0751	3.75289	0.2817982	665.02	TRMT2B	tRNA methyltransferase 2 homolog B
23228	9.77e-04	1.75e-04	0.1489	3.75252	0.5587573	2006.31	PLCL2	phospholipase C like 2
5382	9.81e-04	1.76e-04	0.1222	-3.75138	-0.4585977	34.54	PMS2P4	PMS1 homolog 2, mismatch repair system component pseudogene 4
9827	9.82e-04	1.76e-04	0.0596	3.75099	0.2235039	1663.47	RGP1	RGP1 homolog, RAB6A GEF complex partner 1
9148	9.82e-04	1.76e-04	0.2379	-3.75096	-0.8923006	10.28	NEURL1	neuralized E3 ubiquitin protein ligase 1
11000	9.84e-04	1.77e-04	0.1167	-3.7504	-0.437629	320.49	SLC27A3	solute carrier family 27 member 3
105376736	9.85e-04	1.77e-04	0.1882	3.75002	0.70557	8.96	EXOSC10-AS1	EXOSC10 antisense RNA 1
114799	9.88e-04	1.77e-04	0.0741	3.74936	0.2776481	376.47	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1
55193	9.88e-04	1.77e-04	0.0764	3.74924	0.2863504	1653.64	PBRM1	polybromo 1
93474	9.88e-04	1.77e-04	0.1143	-3.74914	-0.4284107	51.83	ZNF670	zinc finger protein 670
3959	9.89e-04	1.78e-04	0.1153	-3.74873	-0.4322121	14120.2	LGALS3BP	galectin 3 binding protein
1292	9.90e-04	1.78e-04	0.1328	-3.74849	-0.497791	10937.92	COL6A2	collagen type VI alpha 2 chain
54534	9.93e-04	1.79e-04	0.0835	3.74762	0.3128221	1085.05	MRPL50	mitochondrial ribosomal protein L50
101928370	9.93e-04	1.79e-04	0.151	-3.74753	-0.5660118	72.33	S1PR1-DT	S1PR1 divergent transcript
100287902	9.94e-04	1.79e-04	0.1384	3.74729	0.5186697	29.63	LGALS8-AS1	LGALS8 antisense RNA 1
85403	9.94e-04	1.79e-04	0.0671	-3.74712	-0.2513148	460.25	EAF1	ELL associated factor 1
8992	9.95e-04	1.79e-04	0.0614	3.74678	0.229876	2756.12	ATP6V0E1	ATPase H+ transporting V0 subunit e1
285971	9.95e-04	1.79e-04	0.0911	-3.74678	-0.3414804	85.35	ZNF775	zinc finger protein 775
107987206	9.96e-04	1.79e-04	0.2634	-3.74636	-0.9868265	56.44	LOC107987206	replaced by ID 6029
55723	9.97e-04	1.80e-04	0.2274	3.74615	0.8520621	14.19	ASF1B	anti-silencing function 1B histone chaperone
660	9.97e-04	1.80e-04	0.2266	-3.74613	-0.8487448	107.22	BMX	BMX non-receptor tyrosine kinase
307	1.00e-03	1.80e-04	0.1144	-3.74493	-0.4285832	575.27	ANXA4	annexin A4
79366	1.00e-03	1.81e-04	0.1468	3.7445	0.5497839	74.6	HMGN5	high mobility group nucleosome binding domain 5
84988	1.00e-03	1.81e-04	0.0993	3.74435	0.3719155	1020.17	PPP1R16A	protein phosphatase 1 regulatory subunit 16A
10402	1.00e-03	1.81e-04	0.1198	-3.74424	-0.4485706	1937.32	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
105372106	1.00e-03	1.81e-04	0.3479	-3.74406	-1.3027434	12.34	LOC105372106	uncharacterized LOC105372106
3159	1.00e-03	1.81e-04	0.1014	3.74386	0.3795564	747.95	HMGA1	high mobility group AT-hook 1
10654	1.01e-03	1.82e-04	0.0897	3.74339	0.3357988	951.72	PMVK	phosphomevalonate kinase
9717	1.01e-03	1.82e-04	0.3662	3.7425	1.3704192	602.5	SEC14L5	SEC14 like lipid binding 5
107985038	1.01e-03	1.82e-04	0.4115	3.7424	1.5401268	50.92	LOC107985038	uncharacterized LOC107985038
107985139	1.01e-03	1.83e-04	0.1187	3.74181	0.4439885	129.77	LOC107985139	
6942	1.01e-03	1.83e-04	0.0601	3.74094	0.2249081	562.14	TCF20	transcription factor 20
202243	1.01e-03	1.84e-04	0.1057	-3.74071	-0.3952953	180.71	CCDC125	coiled-coil domain containing 125
100526842	1.02e-03	1.84e-04	0.1074	3.74021	0.4015916	2392.13	RPL17-C18orf32	RPL17-C18orf32 readthrough
2570	1.02e-03	1.84e-04	0.1755	3.73942	0.6562029	80.52	GABRR2	gamma-aminobutyric acid type A receptor subunit rho2
84330	1.02e-03	1.85e-04	0.0818	-3.73885	-0.3060104	162.46	ZNF414	zinc finger protein 414
675	1.02e-03	1.85e-04	0.2055	3.7387	0.7681995	11.24	BRCA2	BRCA2 DNA repair associated
221091	1.02e-03	1.85e-04	0.1937	-3.73856	-0.7242709	112.62	LRRN4CL	LRRN4 C-terminal like
9358	1.02e-03	1.85e-04	0.3689	-3.73841	-1.3791104	334.65	ITGBL1	integrin subunit beta like 1
53981	1.03e-03	1.86e-04	0.0625	3.7376	0.2335033	1279.18	CPSF2	cleavage and polyadenylation specific factor 2
255798	1.03e-03	1.87e-04	0.1777	3.73628	0.6638828	1966.74	SMCO1	single-pass membrane protein with coiled-coil domains 1
2967	1.03e-03	1.87e-04	0.0855	-3.73571	-0.3195563	374.46	GTF2H3	general transcription factor IIH subunit 3
10121	1.03e-03	1.87e-04	0.0578	3.73555	0.2159388	3421	ACTR1A	actin related protein 1A
5110	1.03e-03	1.88e-04	0.0589	3.73528	0.2199486	3854.83	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
9897	1.03e-03	1.88e-04	0.0636	3.735	0.2377078	1101.68	WASHC5	WASH complex subunit 5
284119	1.03e-03	1.88e-04	0.0867	-3.7349	-0.3238907	9903.14	CAVIN1	caveolae associated protein 1
29990	1.04e-03	1.88e-04	0.1189	-3.73469	-0.444001	382.46	PILRB	paired immunoglobin like type 2 receptor beta
57639	1.04e-03	1.88e-04	0.1857	3.73425	0.6933594	230.66	CCDC146	coiled-coil domain containing 146
8511	1.04e-03	1.89e-04	0.183	-3.73318	-0.6831419	235.84	MMP23A	matrix metallopeptidase 23A (pseudogene)
64430	1.04e-03	1.90e-04	0.0941	-3.73253	-0.3510682	1617.81	PCNX4	pecanex 4
5203	1.05e-03	1.90e-04	0.1022	3.73177	0.3815359	284.95	PFDN4	prefoldin subunit 4
6128	1.05e-03	1.91e-04	0.0906	3.73127	0.3378827	6554.66	RPL6	ribosomal protein L6
5810	1.05e-03	1.91e-04	0.0755	3.7311	0.2818558	782.12	RAD1	RAD1 checkpoint DNA exonuclease
10915	1.05e-03	1.91e-04	0.0682	3.73089	0.2543557	1281.94	TCERG1	transcription elongation regulator 1
7748	1.05e-03	1.91e-04	0.0623	3.73104	0.232417	354.89	ZNF195	zinc finger protein 195
8479	1.05e-03	1.91e-04	0.0533	3.73083	0.198965	766.4	HIRIP3	HIRA interacting protein 3
5931	1.05e-03	1.91e-04	0.0514	3.73083	0.1919334	3701.72	RBBP7	RB binding protein 7, chromatin remodeling factor
3479	1.05e-03	1.92e-04	0.2269	-3.72983	-0.8463431	467.71	IGF1	insulin like growth factor 1
79142	1.05e-03	1.92e-04	0.0787	3.72977	0.2937178	490.73	PHF23	PHD finger protein 23
79735	1.05e-03	1.92e-04	0.0798	-3.72957	-0.2975707	1489.68	TBC1D17	TBC1 domain family member 17
92822	1.05e-03	1.92e-04	0.0545	-3.72927	-0.2031671	609.91	ZNF276	zinc finger protein 276
80724	1.05e-03	1.92e-04	0.0781	-3.72894	-0.291384	1357.02	ACAD10	acyl-CoA dehydrogenase family member 10
10916	1.05e-03	1.92e-04	0.084	-3.72887	-0.3132385	3776.71	MAGED2	MAGE family member D2
91039	1.06e-03	1.93e-04	0.0635	3.72863	0.236884	1767.46	DPP9	dipeptidyl peptidase 9
57002	1.06e-03	1.93e-04	0.0634	3.72843	0.2364689	208.43	YAE1	YAE1 maturation factor of ABCE1
2804	1.06e-03	1.93e-04	0.0699	3.72806	0.2606875	3782.47	GOLGB1	golgin B1
8128	1.06e-03	1.94e-04	0.2263	-3.72721	-0.8435374	260.33	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
91057	1.06e-03	1.94e-04	0.1737	3.72703	0.6474749	77.4	CCDC34	coiled-coil domain containing 34
10048	1.06e-03	1.94e-04	0.0476	3.72648	0.1772089	1303.1	RANBP9	RAN binding protein 9
84525	1.07e-03	1.95e-04	0.4997	3.72566	1.8616769	352.19	HOPX	HOP homeobox
118487	1.07e-03	1.95e-04	0.0817	3.72518	0.3044406	495.68	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
25878	1.07e-03	1.96e-04	0.3899	-3.72425	-1.452084	1310.7	MXRA5	matrix remodeling associated 5
105373585	1.08e-03	1.97e-04	0.3361	-3.72313	-1.2513153	24.14	LOC105373585	uncharacterized LOC105373585
8623	1.08e-03	1.97e-04	0.091	-3.72301	-0.338845	1026.35	ASMTL	acetylserotonin O-methyltransferase like
6309	1.08e-03	1.97e-04	0.0825	3.72269	0.3070873	965.85	SC5D	sterol-C5-desaturase
106635532	1.08e-03	1.97e-04	0.1586	-3.72256	-0.590427	101	SNORA100	small nucleolar RNA, H/ACA box 100
10111	1.08e-03	1.97e-04	0.0894	3.72246	0.3328803	1545.71	RAD50	RAD50 double strand break repair protein
343069	1.08e-03	1.97e-04	0.1881	3.72233	0.7000541	68.74	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C like 1
729967	1.08e-03	1.98e-04	0.0921	3.72149	0.3426437	299.72	MORN2	MORN repeat containing 2
201595	1.08e-03	1.98e-04	0.0583	3.72151	0.2171257	4300.47	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B
165324	1.08e-03	1.98e-04	0.0751	3.72121	0.2793175	782.2	UBXN2A	UBX domain protein 2A
285193	1.08e-03	1.99e-04	0.0626	-3.72079	-0.2330745	310.51	DUSP28	dual specificity phosphatase 28
107986298	1.08e-03	1.99e-04	0.1257	3.72037	0.4675517	264.95	LOC107986298	uncharacterized LOC107986298
7905	1.09e-03	1.99e-04	0.0501	3.72009	0.1863418	6144.16	REEP5	receptor accessory protein 5
80179	1.09e-03	2.01e-04	0.0562	3.71778	0.2089106	391.01	MYO19	myosin XIX
116444	1.09e-03	2.01e-04	0.0912	-3.7178	-0.3391745	95.67	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B
104472848	1.10e-03	2.01e-04	0.2311	-3.71721	-0.8591166	29.41	IRAIN	IGF1R antisense imprinted non-protein coding RNA
81575	1.10e-03	2.02e-04	0.3481	-3.71708	-1.2939532	3588.25	APOLD1	apolipoprotein L domain containing 1
57669	1.10e-03	2.02e-04	0.0815	-3.71676	-0.303068	783.06	EPB41L5	erythrocyte membrane protein band 4.1 like 5
55651	1.10e-03	2.02e-04	0.0765	3.71677	0.2843619	552.19	NHP2	NHP2 ribonucleoprotein
54842	1.10e-03	2.02e-04	0.1149	3.71645	0.4270722	903.71	MFSD6	major facilitator superfamily domain containing 6
440119	1.10e-03	2.02e-04	0.3131	-3.71591	-1.1633177	12.09	FZD10-AS1	FZD10 antisense divergent transcript
55884	1.10e-03	2.03e-04	0.077	3.71575	0.2862411	2310.36	WSB2	WD repeat and SOCS box containing 2
3482	1.10e-03	2.03e-04	0.0718	3.71548	0.266738	5335.59	IGF2R	insulin like growth factor 2 receptor
100128081	1.10e-03	2.03e-04	0.1511	3.71552	0.5615624	25.3	JAZF1-AS1	JAZF1 antisense RNA 1
