GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4016	2.85e-02	1.03e-02	0.2655	-2.56471	-0.6809871	870.29	LOXL1	lysyl oxidase like 1
27115	2.87e-02	1.04e-02	0.1878	2.56254	0.481254	484.77	PDE7B	phosphodiesterase 7B
56160	2.87e-02	1.04e-02	0.0824	2.56198	0.2111343	496.26	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component
11098	2.88e-02	1.05e-02	0.1752	-2.56029	-0.4486359	814.77	PRSS23	serine protease 23
7103	2.88e-02	1.05e-02	0.3089	-2.5603	-0.7910023	17.65	TSPAN8	tetraspanin 8
115004	2.89e-02	1.05e-02	0.1415	-2.55983	-0.3621292	32.85	CGAS	cyclic GMP-AMP synthase
54784	2.89e-02	1.05e-02	0.068	-2.55979	-0.1741688	155.11	ALKBH4	alkB homolog 4, lysine demethylase
57139	2.89e-02	1.05e-02	0.1547	2.55976	0.3958951	302.69	RGL3	ral guanine nucleotide dissociation stimulator like 3
57381	2.89e-02	1.05e-02	0.121	2.55929	0.3095521	565.2	RHOJ	ras homolog family member J
85440	2.89e-02	1.05e-02	0.0957	2.55919	0.2449999	496.75	DOCK7	dedicator of cytokinesis 7
101927486	2.89e-02	1.05e-02	0.3338	-2.5588	-0.8541298	8.38	LOC101927486	uncharacterized LOC101927486
133522	2.90e-02	1.05e-02	0.1832	2.55858	0.4687633	1249.75	PPARGC1B	PPARG coactivator 1 beta
257068	2.90e-02	1.05e-02	0.2884	-2.5582	-0.7378165	14.53	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2
7357	2.90e-02	1.05e-02	0.1034	-2.55797	-0.2644734	643.94	UGCG	UDP-glucose ceramide glucosyltransferase
79672	2.90e-02	1.05e-02	0.0727	-2.55754	-0.1858831	488.8	FN3KRP	fructosamine 3 kinase related protein
541468	2.91e-02	1.06e-02	0.118	-2.5571	-0.3017528	154.22	LURAP1	leucine rich adaptor protein 1
11143	2.91e-02	1.06e-02	0.0524	-2.55712	-0.1341124	1757.76	KAT7	lysine acetyltransferase 7
105377394	2.91e-02	1.06e-02	0.3494	-2.5568	-0.8932384	20.65	LOC105377394	uncharacterized LOC105377394
5208	2.91e-02	1.06e-02	0.1941	2.55638	0.4962845	4331.64	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
84278	2.91e-02	1.06e-02	0.0946	-2.55638	-0.2417621	130.84	MFSD14CP	major facilitator superfamily domain containing 14C, pseudogene
5571	2.91e-02	1.06e-02	0.074	2.55627	0.1891348	2757.29	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
64793	2.91e-02	1.06e-02	0.142	2.55599	0.3630737	2394.34	CEP85	centrosomal protein 85
84445	2.91e-02	1.06e-02	0.0681	-2.5559	-0.1741142	1312.17	LZTS2	leucine zipper tumor suppressor 2
84455	2.91e-02	1.06e-02	0.0905	2.55579	0.2312089	290.6	EFCAB7	EF-hand calcium binding domain 7
6574	2.91e-02	1.06e-02	0.1382	-2.55571	-0.3532042	613.78	SLC20A1	solute carrier family 20 member 1
9088	2.92e-02	1.06e-02	0.1446	2.55549	0.3694536	40.77	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
57622	2.92e-02	1.06e-02	0.2095	-2.5551	-0.535406	12.77	LRFN1	leucine rich repeat and fibronectin type III domain containing 1
64343	2.92e-02	1.06e-02	0.0471	2.55484	0.1203041	697.46	AZI2	5-azacytidine induced 2
100316904	2.92e-02	1.06e-02	0.1612	-2.55467	-0.4119028	69.05	SAP25	Sin3A associated protein 25
84524	2.92e-02	1.06e-02	0.0554	2.55433	0.1416206	474.5	ZC3H8	zinc finger CCCH-type containing 8
8748	2.93e-02	1.06e-02	0.1701	-2.55413	-0.4345766	22.12	ADAM20	ADAM metallopeptidase domain 20
6165	2.93e-02	1.07e-02	0.0878	-2.55359	-0.2242609	5985.06	RPL35A	ribosomal protein L35a
85364	2.93e-02	1.07e-02	0.0691	-2.55335	-0.1765091	507.9	ZCCHC3	zinc finger CCHC-type containing 3
9846	2.93e-02	1.07e-02	0.1151	-2.55311	-0.2938237	1406.49	GAB2	GRB2 associated binding protein 2
6311	2.93e-02	1.07e-02	0.0592	2.55278	0.1510854	1270.33	ATXN2	ataxin 2
767557	2.94e-02	1.07e-02	0.1155	2.55246	0.2946928	2994.95	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)
100129534	2.94e-02	1.07e-02	0.1526	-2.55239	-0.3893908	29.81	LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene
89782	2.94e-02	1.07e-02	0.1011	2.55224	0.258134	561.48	LMLN	leishmanolysin like peptidase
101929609	2.94e-02	1.07e-02	0.0831	2.55186	0.2121063	125.63	LOC101929609	uncharacterized LOC101929609
686	2.94e-02	1.07e-02	0.087	2.5515	0.2219514	557.7	BTD	biotinidase
25788	2.94e-02	1.07e-02	0.1118	2.55151	0.285267	98	RAD54B	RAD54 homolog B
144193	2.95e-02	1.08e-02	0.2582	2.55035	0.6584352	16.53	AMDHD1	amidohydrolase domain containing 1
1398	2.95e-02	1.08e-02	0.0836	-2.55033	-0.213329	1966.56	CRK	CRK proto-oncogene, adaptor protein
5519	2.95e-02	1.08e-02	0.0796	-2.55009	-0.2029654	335.11	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
57605	2.96e-02	1.08e-02	0.1032	2.54956	0.2631688	1002.13	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
100288730	2.96e-02	1.08e-02	0.1243	-2.54953	-0.3169847	20.88	PAN3-AS1	PAN3 antisense RNA 1
2140	2.96e-02	1.08e-02	0.0769	2.5494	0.1960328	776.59	EYA3	EYA transcriptional coactivator and phosphatase 3
107986100	2.96e-02	1.08e-02	0.1688	-2.54939	-0.4303937	14.08	LINC02018	long intergenic non-protein coding RNA 2018
84326	2.96e-02	1.08e-02	0.0847	-2.54937	-0.2158854	561.25	METTL26	methyltransferase like 26
283693	2.96e-02	1.08e-02	0.2492	-2.54899	-0.635291	6.84	ACTG1P17	actin gamma 1 pseudogene 17
100874201	2.96e-02	1.08e-02	0.1652	2.5486	0.4210064	13.92	B4GALT4-AS1	B4GALT4 antisense RNA 1
283554	2.97e-02	1.08e-02	0.1984	-2.54813	-0.5054713	75.91	GPR137C	G protein-coupled receptor 137C
100532731	2.97e-02	1.08e-02	0.0483	2.54795	0.1231255	826.41	COMMD3-BMI1	COMMD3-BMI1 readthrough
29968	2.98e-02	1.09e-02	0.2721	2.54671	0.6930535	19.19	PSAT1	phosphoserine aminotransferase 1
3784	2.99e-02	1.09e-02	0.0821	2.54566	0.208967	1237.56	KCNQ1	potassium voltage-gated channel subfamily Q member 1
102723989	2.99e-02	1.09e-02	0.3093	-2.54479	-0.7871046	10.42	FRMD3-AS1	FRMD3 antisense RNA 1
9814	2.99e-02	1.09e-02	0.1003	-2.54479	-0.2552423	204.89	SFI1	SFI1 centrin binding protein
10314	3.00e-02	1.10e-02	0.0888	-2.54399	-0.2257982	2578.64	LANCL1	LanC like glutathione S-transferase 1
3955	3.00e-02	1.10e-02	0.2318	-2.5436	-0.5897084	159.42	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
2146	3.01e-02	1.10e-02	0.1087	2.5433	0.2763822	66.13	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
101928076	3.01e-02	1.10e-02	0.117	2.54297	0.2974546	262.71	DSP-AS1	DSP antisense RNA 1
9235	3.01e-02	1.10e-02	0.1843	-2.54289	-0.4687728	648.15	IL32	interleukin 32
1384	3.01e-02	1.10e-02	0.0668	2.54271	0.1699363	2877.75	CRAT	carnitine O-acetyltransferase
90634	3.01e-02	1.10e-02	0.084	-2.54222	-0.2135418	336.28	N4BP2L1	NEDD4 binding protein 2 like 1
112267869	3.01e-02	1.10e-02	0.2304	-2.54219	-0.5856519	8.81	LOC112267869	
197322	3.01e-02	1.10e-02	0.075	-2.54199	-0.1906194	444.32	ACSF3	acyl-CoA synthetase family member 3
26147	3.02e-02	1.10e-02	0.0772	-2.54174	-0.1961649	503.97	PHF19	PHD finger protein 19
220988	3.02e-02	1.10e-02	0.0531	-2.54169	-0.1349961	3966.58	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
23272	3.02e-02	1.10e-02	0.0624	2.54155	0.158619	1125.76	TASOR	transcription activation suppressor
64838	3.02e-02	1.10e-02	0.2117	2.54121	0.5379341	45.98	FNDC4	fibronectin type III domain containing 4
404665	3.02e-02	1.11e-02	0.0736	-2.54109	-0.1870342	82.48	CACTIN-AS1	CACTIN antisense RNA 1
2070	3.02e-02	1.11e-02	0.2581	2.5409	0.6559001	876.15	EYA4	EYA transcriptional coactivator and phosphatase 4
708	3.02e-02	1.11e-02	0.0795	2.54093	0.2020907	2037.85	C1QBP	complement C1q binding protein
127428	3.02e-02	1.11e-02	0.0663	2.54081	0.1684199	363.53	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
5733	3.02e-02	1.11e-02	0.3436	2.54042	0.8728036	39.98	PTGER3	prostaglandin E receptor 3
55120	3.02e-02	1.11e-02	0.0578	2.54028	0.1468736	276.21	FANCL	FA complementation group L
8532	3.03e-02	1.11e-02	0.3543	-2.54003	-0.8998072	13.1	CPZ	carboxypeptidase Z
10161	3.03e-02	1.11e-02	0.1637	2.53971	0.4157232	554.4	LPAR6	lysophosphatidic acid receptor 6
3777	3.03e-02	1.11e-02	0.2806	2.53962	0.7126897	53.18	KCNK3	potassium two pore domain channel subfamily K member 3
51514	3.03e-02	1.11e-02	0.2724	2.53925	0.6917159	10.89	DTL	denticleless E3 ubiquitin protein ligase homolog
100500804	3.03e-02	1.11e-02	0.0931	-2.53909	-0.2363964	953.08	MIR3654	microRNA 3654
5223	3.03e-02	1.11e-02	0.0768	-2.53905	-0.1950273	2756.99	PGAM1	phosphoglycerate mutase 1
154075	3.04e-02	1.11e-02	0.2461	-2.53846	-0.6246932	14.04	SAMD3	sterile alpha motif domain containing 3
494513	3.04e-02	1.11e-02	0.1013	2.53831	0.2572461	65.69	PJVK	pejvakin
107987388	3.04e-02	1.11e-02	0.1611	2.53832	0.4089975	10.28	LOC107987388	replaced by ID 102724151
10412	3.04e-02	1.11e-02	0.1096	2.53804	0.278103	1318.82	NSA2	NSA2 ribosome biogenesis factor
100129550	3.04e-02	1.12e-02	0.1218	-2.53736	-0.3091482	225.34	LINC02035	long intergenic non-protein coding RNA 2035
100873985	3.05e-02	1.12e-02	0.1881	-2.53728	-0.4771952	11.99	MED14OS	MED14 opposite strand
1643	3.05e-02	1.12e-02	0.1012	2.53707	0.2568756	303.8	DDB2	damage specific DNA binding protein 2
7957	3.05e-02	1.12e-02	0.0702	2.53667	0.1781963	1565.07	EPM2A	EPM2A glucan phosphatase, laforin
9575	3.05e-02	1.12e-02	0.0973	2.53628	0.2468558	1320.27	CLOCK	clock circadian regulator
3653	3.05e-02	1.12e-02	0.0977	-2.53606	-0.2476596	1739.2	IPW	imprinted in Prader-Willi syndrome
138151	3.05e-02	1.12e-02	0.0964	2.53582	0.2444488	2162.33	NACC2	NACC family member 2
2953	3.05e-02	1.12e-02	0.2755	2.53584	0.6986483	83.35	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
101929819	3.05e-02	1.12e-02	0.2216	-2.53589	-0.561834	42.58	LOC101929819	putative uncharacterized protein FLJ44672
90809	3.06e-02	1.12e-02	0.0633	-2.53568	-0.1604218	510.53	PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
11119	3.06e-02	1.12e-02	0.1742	-2.53537	-0.4416253	591.52	BTN3A1	butyrophilin subfamily 3 member A1
26574	3.06e-02	1.12e-02	0.0802	2.53523	0.2033751	848.6	AATF	apoptosis antagonizing transcription factor
7638	3.06e-02	1.13e-02	0.117	2.53457	0.2964599	41.42	ZNF221	zinc finger protein 221
79899	3.07e-02	1.13e-02	0.245	-2.53431	-0.6209022	47.59	PRR5L	proline rich 5 like
101927834	3.07e-02	1.13e-02	0.2192	2.5341	0.5554151	186.9	LOC101927834	uncharacterized LOC101927834
9541	3.07e-02	1.13e-02	0.0847	2.53393	0.2146166	923.47	CIR1	corepressor interacting with RBPJ, CIR1
6911	3.07e-02	1.13e-02	0.1771	2.53388	0.4486565	27.11	TBX6	T-box transcription factor 6
259282	3.07e-02	1.13e-02	0.076	2.53353	0.1925296	1288.38	BOD1L1	biorientation of chromosomes in cell division 1 like 1
440026	3.07e-02	1.13e-02	0.109	-2.53334	-0.2761661	575.28	TMEM41B	transmembrane protein 41B
101929270	3.08e-02	1.13e-02	0.1658	-2.5329	-0.4199259	18.77	LOC101929270	uncharacterized LOC101929270
85395	3.08e-02	1.13e-02	0.0897	2.53241	0.2272606	436.77	SLX9	SLX9 ribosome biogenesis factor
203274	3.09e-02	1.14e-02	0.1873	2.53163	0.47427	43.83	LINC00537	long intergenic non-protein coding RNA 537
51058	3.09e-02	1.14e-02	0.0706	-2.53097	-0.1786834	235.61	ZNF691	zinc finger protein 691
6272	3.09e-02	1.14e-02	0.1191	-2.53078	-0.3014194	8274.48	SORT1	sortilin 1
9851	3.09e-02	1.14e-02	0.063	-2.53079	-0.1594349	301.35	KIAA0753	KIAA0753
9208	3.09e-02	1.14e-02	0.0863	2.53073	0.2183143	4924.32	LRRFIP1	LRR binding FLII interacting protein 1
7058	3.09e-02	1.14e-02	0.2611	-2.53058	-0.6607915	1129.1	THBS2	thrombospondin 2
136647	3.09e-02	1.14e-02	0.0611	-2.53055	-0.1546335	232.19	MPLKIP	M-phase specific PLK1 interacting protein
11132	3.10e-02	1.14e-02	0.0944	2.53005	0.2389503	524.11	CAPN10	calpain 10
60385	3.10e-02	1.14e-02	0.2203	-2.52979	-0.5574106	19.09	TSKS	testis specific serine kinase substrate
7293	3.11e-02	1.15e-02	0.3036	-2.52859	-0.7676837	75.91	TNFRSF4	TNF receptor superfamily member 4
112267983	3.11e-02	1.15e-02	0.171	-2.52858	-0.4324663	16.69	CDK13-DT	CDK13 divergent transcript
1534	3.11e-02	1.15e-02	0.1466	2.52861	0.3708103	283.21	CYB561	cytochrome b561
57479	3.11e-02	1.15e-02	0.0751	-2.52785	-0.1897917	749.58	PRR12	proline rich 12
51337	3.12e-02	1.15e-02	0.1021	2.5272	0.2580739	457.45	THEM6	thioesterase superfamily member 6
8826	3.12e-02	1.15e-02	0.0919	2.52702	0.2321474	2467.19	IQGAP1	IQ motif containing GTPase activating protein 1
54946	3.12e-02	1.15e-02	0.061	2.52694	0.1542128	999.69	SLC41A3	solute carrier family 41 member 3
3781	3.12e-02	1.15e-02	0.1651	2.52667	0.4172307	278.23	KCNN2	potassium calcium-activated channel subfamily N member 2
101927761	3.13e-02	1.15e-02	0.0899	2.52614	0.2270001	47.87	TH2LCRR	T helper type 2 locus control region associated RNA
84920	3.13e-02	1.15e-02	0.1306	-2.52602	-0.3299753	161.41	ALG10	ALG10 alpha-1,2-glucosyltransferase
3577	3.13e-02	1.15e-02	0.412	-2.52587	-1.0405727	35.15	CXCR1	C-X-C motif chemokine receptor 1
56951	3.13e-02	1.15e-02	0.1013	2.5259	0.2558091	1219.31	C5orf15	chromosome 5 open reading frame 15
105375902	3.13e-02	1.16e-02	0.2051	2.52546	0.5178838	12.79	LOC105375902	
55667	3.14e-02	1.16e-02	0.1049	2.52418	0.2647111	1060.37	DENND4C	DENN domain containing 4C
79892	3.14e-02	1.16e-02	0.041	2.52402	0.1034236	1083.72	MCMBP	minichromosome maintenance complex binding protein
8408	3.14e-02	1.16e-02	0.1208	-2.52404	-0.3049494	2835.31	ULK1	unc-51 like autophagy activating kinase 1
81928	3.15e-02	1.16e-02	0.1047	2.52348	0.2642737	414.87	CABLES2	Cdk5 and Abl enzyme substrate 2
56833	3.15e-02	1.16e-02	0.165	-2.5234	-0.4164392	180.41	SLAMF8	SLAM family member 8
101928063	3.15e-02	1.16e-02	0.1081	2.52331	0.2726517	65.54	ZNF230-DT	ZNF230 divergent transcript
407004	3.15e-02	1.16e-02	0.2219	-2.52293	-0.5599494	19.61	MIR22	microRNA 22
79898	3.15e-02	1.17e-02	0.0725	2.52253	0.1829043	158.88	ZNF613	zinc finger protein 613
57763	3.16e-02	1.17e-02	0.067	-2.52159	-0.1689947	384.71	ANKRA2	ankyrin repeat family A member 2
154881	3.16e-02	1.17e-02	0.0881	-2.52164	-0.2222095	687.44	KCTD7	potassium channel tetramerization domain containing 7
11141	3.16e-02	1.17e-02	0.2399	2.52163	0.6049782	27	IL1RAPL1	interleukin 1 receptor accessory protein like 1
163255	3.16e-02	1.17e-02	0.117	-2.52145	-0.2949346	323.2	ZNF540	zinc finger protein 540
54467	3.16e-02	1.17e-02	0.074	2.52132	0.1864911	1019.37	ANKIB1	ankyrin repeat and IBR domain containing 1
3727	3.16e-02	1.17e-02	0.1438	-2.52111	-0.3625683	2212.19	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
9532	3.17e-02	1.17e-02	0.1007	2.52079	0.2537474	969.78	BAG2	BAG cochaperone 2
644150	3.17e-02	1.17e-02	0.1561	-2.52071	-0.3933678	399.23	WIPF3	WAS/WASL interacting protein family member 3
26149	3.17e-02	1.17e-02	0.115	2.52037	0.2899193	236.56	ZNF658	zinc finger protein 658
54847	3.17e-02	1.17e-02	0.1488	-2.51997	-0.375054	36.72	SIDT1	SID1 transmembrane family member 1
91574	3.17e-02	1.17e-02	0.0687	2.51969	0.1732185	290.27	MTRFR	mitochondrial translation release factor in rescue
51279	3.18e-02	1.18e-02	0.119	2.51924	0.2998143	355.45	C1RL	complement C1r subcomponent like
282969	3.18e-02	1.18e-02	0.1383	2.51889	0.3484365	59.21	FUOM	fucose mutarotase
83656	3.18e-02	1.18e-02	0.2879	-2.51882	-0.7251094	25.73	FAM167A-AS1	FAM167A antisense RNA 1
147700	3.19e-02	1.18e-02	0.1251	2.51829	0.3149628	21.74	KLC3	kinesin light chain 3
101927401	3.19e-02	1.18e-02	0.1417	-2.51788	-0.3568071	848.59	LOC101927401	uncharacterized LOC101927401
5214	3.19e-02	1.18e-02	0.0897	-2.51787	-0.2259641	5874.14	PFKP	phosphofructokinase, platelet
9933	3.19e-02	1.18e-02	0.0944	2.51772	0.237592	441.88	PUM3	pumilio RNA binding family member 3
4327	3.19e-02	1.18e-02	0.156	-2.51714	-0.3927726	283	MMP19	matrix metallopeptidase 19
1174	3.20e-02	1.18e-02	0.074	2.51682	0.1862555	194.7	AP1S1	adaptor related protein complex 1 subunit sigma 1
100506746	3.20e-02	1.19e-02	0.0937	-2.51646	-0.2358248	366.38	AFF1-AS1	AFF1 antisense RNA 1
55472	3.20e-02	1.19e-02	0.1916	2.51645	0.4821576	10.47	RBM12B-AS1	RBM12B antisense RNA 1
56849	3.21e-02	1.19e-02	0.1437	-2.51506	-0.3612966	92.4	TCEAL7	transcription elongation factor A like 7
1604	3.21e-02	1.19e-02	0.0907	2.51478	0.2281893	2004.74	CD55	CD55 molecule (Cromer blood group)
677810	3.22e-02	1.19e-02	0.266	-2.51416	-0.6688186	9.66	SNORA26	small nucleolar RNA, H/ACA box 26
54918	3.22e-02	1.19e-02	0.0821	-2.51409	-0.2063409	800.52	CMTM6	CKLF like MARVEL transmembrane domain containing 6
100130418	3.22e-02	1.19e-02	0.2486	2.51395	0.6250641	37.12	CECR7	cat eye syndrome chromosome region, candidate 7
22909	3.22e-02	1.19e-02	0.0688	2.51364	0.1729112	1369.7	FAN1	FANCD2 and FANCI associated nuclease 1
199870	3.23e-02	1.20e-02	0.0792	-2.51304	-0.1989199	314.52	FAM76A	family with sequence similarity 76 member A
2972	3.23e-02	1.20e-02	0.0565	-2.51281	-0.142038	524.59	BRF1	BRF1 RNA polymerase III transcription initiation factor subunit
56413	3.23e-02	1.20e-02	0.1441	-2.51244	-0.3620412	21.52	LTB4R2	leukotriene B4 receptor 2
29958	3.23e-02	1.20e-02	0.1604	2.51203	0.4028745	98.24	DMGDH	dimethylglycine dehydrogenase
123263	3.23e-02	1.20e-02	0.0733	2.51192	0.1841049	464.24	MTFMT	mitochondrial methionyl-tRNA formyltransferase
57343	3.23e-02	1.20e-02	0.073	-2.51191	-0.1832602	571.05	ZNF304	zinc finger protein 304
23132	3.24e-02	1.20e-02	0.0625	-2.51177	-0.1569099	789.96	RAD54L2	RAD54 like 2
107985567	3.24e-02	1.20e-02	0.0957	2.51148	0.2402568	106.46	LOC107985567	protein LLP homolog
23418	3.24e-02	1.20e-02	0.3689	-2.51113	-0.9263387	9.23	CRB1	crumbs cell polarity complex component 1
9252	3.24e-02	1.20e-02	0.1588	2.51096	0.3986235	357.12	RPS6KA5	ribosomal protein S6 kinase A5
56995	3.24e-02	1.20e-02	0.1006	-2.51076	-0.2526538	412.38	TULP4	TUB like protein 4
5565	3.25e-02	1.21e-02	0.1163	2.51043	0.2918995	3223.64	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
283731	3.25e-02	1.21e-02	0.2599	-2.51029	-0.6523158	13.47	LOC283731	uncharacterized LOC283731
11322	3.25e-02	1.21e-02	0.1695	-2.51016	-0.4254177	1321.95	TMC6	transmembrane channel like 6
60	3.26e-02	1.21e-02	0.0997	-2.50881	-0.2501187	18055.41	ACTB	actin beta
102724364	3.26e-02	1.21e-02	0.0589	-2.50864	-0.1478769	300.11	SEC22B4P	SEC22 homolog B4, pseudogene
9563	3.26e-02	1.21e-02	0.0734	-2.50853	-0.1840918	2704.36	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
54753	3.26e-02	1.21e-02	0.1	-2.50849	-0.2508761	600.95	ZNF853	zinc finger protein 853
5380	3.26e-02	1.21e-02	0.1305	-2.50854	-0.3273738	19.45	PMS2P2	PMS1 homolog 2, mismatch repair system component pseudogene 2
83547	3.26e-02	1.21e-02	0.0957	2.5082	0.2400166	1163.85	RILP	Rab interacting lysosomal protein
728464	3.27e-02	1.22e-02	0.1438	-2.50761	-0.3607196	85.49	METTL24	methyltransferase like 24
8495	3.27e-02	1.22e-02	0.103	2.50744	0.2583888	437.85	PPFIBP2	PPFIA binding protein 2
57105	3.27e-02	1.22e-02	0.1534	2.50742	0.3845378	456.3	CYSLTR2	cysteinyl leukotriene receptor 2
1114	3.27e-02	1.22e-02	0.2721	2.50718	0.6822966	242.93	CHGB	chromogranin B
6275	3.27e-02	1.22e-02	0.196	2.50694	0.491375	971.9	S100A4	S100 calcium binding protein A4
11344	3.28e-02	1.22e-02	0.1132	2.50626	0.2837034	2294.54	TWF2	twinfilin actin binding protein 2
51112	3.28e-02	1.22e-02	0.0796	2.50603	0.1994503	1255.45	TRAPPC12	trafficking protein particle complex subunit 12
83876	3.28e-02	1.22e-02	0.2692	2.50556	0.6745137	112.88	MRO	maestro
117248	3.28e-02	1.22e-02	0.3677	2.5055	0.9211536	805.24	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
105372476	3.29e-02	1.22e-02	0.1634	-2.50528	-0.4093901	15.34	ZNF460-AS1	ZNF460 antisense RNA 1
57504	3.29e-02	1.23e-02	0.0475	2.50475	0.1190798	623.09	MTA3	metastasis associated 1 family member 3
55901	3.29e-02	1.23e-02	0.091	-2.50479	-0.2280153	328.12	THSD1	thrombospondin type 1 domain containing 1
80031	3.29e-02	1.23e-02	0.1424	2.50424	0.3566179	548.06	SEMA6D	semaphorin 6D
6322	3.30e-02	1.23e-02	0.1121	2.504	0.2807505	471.46	SCML1	Scm polycomb group protein like 1
644215	3.30e-02	1.23e-02	0.1751	-2.50359	-0.438492	16.61	LOC644215	uncharacterized LOC644215
586	3.30e-02	1.23e-02	0.2042	2.50351	0.5112932	183.89	BCAT1	branched chain amino acid transaminase 1
9397	3.30e-02	1.23e-02	0.0916	2.50317	0.2292371	506.61	NMT2	N-myristoyltransferase 2
100505938	3.30e-02	1.23e-02	0.1964	-2.50306	-0.491537	35.35	ICA1-AS1	ICA1 antisense RNA 1
81033	3.30e-02	1.23e-02	0.1904	2.50302	0.4764543	18.71	KCNH6	potassium voltage-gated channel subfamily H member 6
6645	3.31e-02	1.23e-02	0.1122	-2.50261	-0.2807417	497.15	SNTB2	syntrophin beta 2
2960	3.31e-02	1.23e-02	0.0656	2.5022	0.1641259	238.39	GTF2E1	general transcription factor IIE subunit 1
10401	3.31e-02	1.24e-02	0.062	-2.50177	-0.1551063	728.82	PIAS3	protein inhibitor of activated STAT 3
8945	3.31e-02	1.24e-02	0.074	2.50153	0.1850987	1885.99	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
105374845	3.31e-02	1.24e-02	0.2545	2.50138	0.636703	9.97	CHMP3-AS1	CHMP3 and RNF103 antisense RNA 1
3621	3.31e-02	1.24e-02	0.085	2.50137	0.2127168	287.41	ING1	inhibitor of growth family member 1
6205	3.32e-02	1.24e-02	0.082	2.50122	0.2049766	10822	RPS11	ribosomal protein S11
9830	3.32e-02	1.24e-02	0.1313	2.50113	0.3283195	284.31	TRIM14	tripartite motif containing 14
4133	3.32e-02	1.24e-02	0.1646	-2.50096	-0.4116042	544.77	MAP2	microtubule associated protein 2
286042	3.32e-02	1.24e-02	0.177	-2.50066	-0.4426226	13.06	FAM86B3P	family with sequence similarity 86, member A pseudogene
29844	3.32e-02	1.24e-02	0.0865	2.50047	0.2161993	212.5	TFPT	TCF3 fusion partner
5365	3.32e-02	1.24e-02	0.1627	-2.50047	-0.4067388	182.32	PLXNB3	plexin B3
84886	3.32e-02	1.24e-02	0.0982	-2.50032	-0.2454809	2479.13	C1orf198	chromosome 1 open reading frame 198
161742	3.32e-02	1.24e-02	0.153	-2.50024	-0.3824518	601.35	SPRED1	sprouty related EVH1 domain containing 1
51439	3.32e-02	1.24e-02	0.0772	2.50002	0.1929849	1216.35	FAM8A1	family with sequence similarity 8 member A1
23114	3.32e-02	1.24e-02	0.1241	-2.4999	-0.3101253	1369.65	NFASC	neurofascin
7175	3.32e-02	1.24e-02	0.0621	2.49977	0.1553358	3310.95	TPR	translocated promoter region, nuclear basket protein
57703	3.33e-02	1.24e-02	0.0667	2.49966	0.1666693	519.69	CWC22	CWC22 spliceosome associated protein homolog
66000	3.33e-02	1.24e-02	0.2423	-2.49956	-0.605733	54.06	TMEM108	transmembrane protein 108
10128	3.33e-02	1.25e-02	0.079	2.499	0.1975065	5871.65	LRPPRC	leucine rich pentatricopeptide repeat containing
105372141	3.33e-02	1.25e-02	0.1499	2.49888	0.3746221	15.27	LOC105372141	uncharacterized LOC105372141
4696	3.33e-02	1.25e-02	0.1097	2.49882	0.2740954	2367.4	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
55857	3.34e-02	1.25e-02	0.0993	2.4983	0.2479802	677.07	KIZ	kizuna centrosomal protein
55687	3.34e-02	1.25e-02	0.082	2.4978	0.2047241	979.26	TRMU	tRNA mitochondrial 2-thiouridylase
6348	3.34e-02	1.25e-02	0.5108	-2.49751	-1.275851	14.34	CCL3	C-C motif chemokine ligand 3
399821	3.34e-02	1.25e-02	0.1621	2.49728	0.4048272	13.11	EDRF1-DT	EDRF1 divergent transcript
105378803	3.34e-02	1.25e-02	0.1668	2.49706	0.4164174	87.45	LRRC53	leucine rich repeat containing 53
55252	3.34e-02	1.25e-02	0.0849	2.49707	0.2119988	1214.83	ASXL2	ASXL transcriptional regulator 2
8553	3.35e-02	1.25e-02	0.2201	-2.49699	-0.5495081	1319.57	BHLHE40	basic helix-loop-helix family member e40
9464	3.35e-02	1.25e-02	0.1505	2.49634	0.3758226	2235.48	HAND2	heart and neural crest derivatives expressed 2
79630	3.35e-02	1.26e-02	0.1354	-2.49627	-0.3380456	161.21	C1orf54	chromosome 1 open reading frame 54
